Month,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),DC Array Output (W),AC System Output (W)
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,533,50,211.832,645.377,611.427
10,118,157,224.581,773.999,736.887
10,9,176,178.209,620.005,586.661
10,109,292,392.826,1315.37,1263.264
10,921,84,923.329,2873.021,2762.58
10,910,92,934.986,2873.608,2763.14
10,901,87,875.958,2693.257,2590.699
10,870,80,745.306,2315.651,2228.675
10,807,70,557.847,1732.367,1666.855
10,675,56,324.326,973.14,930.829
10,361,28,89.039,231.97,207.141
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,267,67,152.092,493.725,463.305
10,650,89,432.368,1429.716,1374.095
10,737,111,638.304,2107.647,2028.688
10,123,292,414.368,1389.837,1335.456
10,695,176,833.401,2655.083,2554.16
10,55,307,369.445,1225.599,1176.168
10,57,288,347.783,1151.569,1104.287
10,9,188,190.628,642.746,608.859
10,466,143,434.525,1406.583,1351.683
10,0,38,36.032,125.402,102.666
10,0,8,7.566,26.887,5.992
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,345,60,166.438,538.721,507.276
10,588,90,401.597,1364.139,1310.549
10,708,122,629.455,2116.581,2037.286
10,429,242,627.438,2091.379,2013.03
10,567,227,769.302,2515.262,2420.214
10,739,168,872.026,2800.074,2692.867
10,18,235,246.975,850.378,811.316
10,11,192,196.355,688.067,653.085
10,0,92,87.902,313.502,287
10,0,44,41.74,150.543,127.322
10,0,9,8.514,31.048,10.077
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,7,6.62,24.644,3.791
10,0,48,45.544,167.937,144.378
10,0,118,113.397,415.723,387.036
10,0,40,37.994,139.434,116.428
10,25,260,279.703,1002.914,959.795
10,36,283,325.986,1157.571,1110.117
10,19,237,250.027,892.963,852.79
10,0,134,129.178,468.219,438.371
10,0,87,82.981,303.436,277.143
10,0,90,87.78,322.313,295.626
10,0,19,18.009,67.145,45.509
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,596,48,224.859,720.119,684.35
10,795,68,477.134,1655.968,1593.033
10,889,80,700.357,2430.833,2339.244
10,939,86,861.671,2982.491,2867.102
10,595,206,771.999,2685.914,2583.671
10,319,305,627.4,2203.857,2121.24
10,941,92,903.989,3094.151,2973.6
10,403,212,539.279,1898.329,1827.032
10,844,72,569.752,1952.973,1879.714
10,708,55,325.526,1062.752,1017.982
10,356,24,84.241,233.293,208.437
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,593,46,221.15,712.732,677.145
10,804,64,475.876,1656.648,1593.69
10,172,222,353.528,1292.28,1240.869
10,694,140,731.544,2571.589,2474.197
10,56,292,353.813,1285.224,1234.025
10,77,309,392.206,1418.142,1362.882
10,166,299,463.242,1661.461,1598.343
10,182,246,397.025,1428.861,1373.267
10,176,175,285.82,1035.885,991.86
10,49,95,114.158,419.47,390.7
10,0,21,19.915,76.243,54.438
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,636,42,227.073,723.651,687.795
10,828,60,481.867,1663.426,1600.242
10,916,71,700.811,2358.26,2269.592
10,961,77,864.577,2846.058,2736.818
10,982,81,958.94,3099.035,2978.255
10,969,89,968.061,3105.159,2984.093
10,956,86,903.597,2906.215,2794.285
10,920,80,763.848,2481.59,2387.93
10,848,70,563.794,1856.911,1787.082
10,703,53,316.544,988.635,945.904
10,324,22,76.753,208.347,183.991
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,592,45,218.261,697.081,661.879
10,796,66,471.417,1623.345,1561.495
10,892,78,694.727,2358.664,2269.98
10,943,84,855.918,2852.418,2742.896
10,966,87,949.193,3118.426,2996.737
10,956,93,958.211,3127.586,3005.467
10,942,90,893.392,2947.619,2833.817
10,906,83,754.01,2497.292,2402.986
10,833,72,554.661,1832.949,1763.961
10,686,54,309.053,977.494,935.065
10,295,21,71.086,194.712,170.627
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,626,42,222.463,703.215,667.862
10,825,61,478.633,1640.309,1577.896
10,916,72,698.128,2376.175,2286.791
10,962,78,861.845,2884.437,2773.484
10,982,82,954.671,3141.624,3018.843
10,973,87,963.391,3150.819,3027.604
10,958,84,896.695,2931.757,2818.674
10,922,78,756.68,2491.554,2397.484
10,849,67,555.01,1817.709,1749.254
10,699,51,308.047,962.607,920.581
10,297,19,68.988,184.52,160.636
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,491,47,191.33,606.125,573.109
10,698,73,430.005,1458.955,1402.415
10,793,89,637.562,2161.529,2080.531
10,838,100,791.487,2649.575,2548.888
10,855,106,875.636,2887.119,2776.047
10,858,105,886.527,2925.614,2812.809
10,836,102,819.147,2699.664,2596.83
10,795,93,684.237,2241.647,2157.569
10,718,79,494.666,1619.922,1558.184
10,561,57,265.339,825.272,786.857
10,176,17,48.492,133.502,110.611
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,155,59,107.86,361.212,333.702
10,368,116,312.987,1073.131,1028.071
10,414,175,477.714,1635.441,1573.189
10,583,173,667.1,2227.853,2144.31
10,564,206,732.292,2424.667,2333.329
10,478,241,702.08,2318.679,2231.583
10,663,158,740.301,2407.718,2317.065
10,199,232,392.051,1305.015,1253.222
10,238,157,304.717,1012.917,969.524
10,0,76,74.367,258.316,232.953
10,0,9,8.516,29.949,8.999
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,389,46,161.564,495.712,465.247
10,622,79,397.561,1299.763,1248.128
10,739,95,607.25,1986.797,1912.311
10,446,221,610.539,2008.395,1933.12
10,825,108,847.245,2706.551,2603.421
10,809,116,851.025,2700.512,2597.642
10,754,126,776.872,2477.441,2383.951
10,45,212,251.559,842.895,804.027
10,15,139,145.079,494.306,463.873
10,172,82,150.022,488.24,457.943
10,0,10,9.464,33.455,12.441
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,520,42,191.677,587.186,554.616
10,732,66,433.356,1423.879,1368.441
10,592,126,543.431,1782.704,1715.464
10,652,148,695.805,2205.053,2122.39
10,598,190,744.83,2308.283,2221.598
10,61,284,351.049,1141.417,1094.426
10,275,268,526.565,1671.891,1608.424
10,568,148,575.492,1803.666,1735.7
10,724,79,490.61,1523.93,1465.321
10,0,5,4.729,16.597,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,430,47,172.249,537.885,506.459
10,666,75,411.873,1372.949,1319.089
10,775,91,620.915,2050.636,1973.804
10,828,102,777.363,2499.844,2405.433
10,852,108,865.608,2740.997,2636.375
10,834,119,870.975,2680.025,2578.035
10,821,112,807.19,2489.677,2395.684
10,780,101,671.688,2110.844,2031.765
10,694,85,478.815,1523.056,1464.476
10,515,59,244.619,743.238,706.896
10,84,12,27.352,79.762,57.89
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,48,46.805,174.342,150.658
10,479,93,338.257,1152.123,1104.825
10,347,180,428.126,1473.445,1416.447
10,791,115,760.693,2516.358,2421.265
10,824,118,850.517,2721.297,2617.529
10,811,126,856.273,2722.491,2618.671
10,801,118,794.907,2508.152,2413.398
10,759,106,662.718,2103.123,2024.334
10,667,89,466.516,1492.669,1435.061
10,481,61,233.747,722.122,686.303
10,65,10,22.101,65.31,43.709
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,453,43,172.808,535.619,504.245
10,707,67,418.19,1394.673,1340.143
10,823,79,635.081,2091.222,2012.879
10,879,86,789.034,2549.931,2453.444
10,908,88,878.877,2773.989,2667.927
10,913,87,890.5,2790.908,2684.105
10,842,90,793.593,2509.815,2414.993
10,839,81,684.905,2154.662,2073.926
10,236,145,287.523,940.16,898.736
10,588,47,252.295,749.326,712.832
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,520,35,179.643,538.093,506.662
10,743,56,421.604,1363.088,1309.53
10,843,67,628.337,1959.462,1885.969
10,894,74,784.318,2351.058,2262.677
10,918,78,872.962,2608.804,2509.846
10,917,80,882.839,2617.314,2517.997
10,901,78,818.564,2483.993,2390.234
10,860,72,681.828,2090.852,2012.522
10,776,62,487.673,1489.369,1431.866
10,597,45,249.82,735.914,699.754
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,461,39,169.228,512.85,481.997
10,702,63,408.565,1337.788,1285.002
10,814,75,620.74,2016.51,1940.937
10,870,83,773.832,2484.512,2390.731
10,896,86,861.011,2742.432,2637.747
10,908,82,874.579,2767.291,2661.522
10,896,78,811.584,2563.291,2466.246
10,858,70,675.244,2152.431,2071.78
10,779,59,483.264,1524.953,1466.311
10,606,41,246.596,730.378,694.356
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,419,40,158.779,484.311,454.104
10,472,89,327.051,1090.579,1045.03
10,609,114,533.194,1744.077,1678.166
10,597,155,650.724,2074.896,1997.163
10,571,188,705.683,2211.328,2128.423
10,636,169,749.773,2320.678,2233.503
10,793,110,769.052,2354.273,2265.764
10,507,155,530.838,1664.34,1601.125
10,391,118,343.151,1095.959,1050.259
10,193,66,136.493,436.972,407.819
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,306,47,136.142,428.52,399.552
10,545,87,360.431,1194.057,1145.548
10,669,111,566.786,1873.636,1803.216
10,740,122,722.288,2348.517,2260.237
10,779,126,813.425,2598.044,2499.541
10,786,127,827.41,2648.09,2547.465
10,777,118,766.242,2461.398,2368.565
10,731,106,631.174,2038.981,1962.581
10,631,88,435.947,1399.969,1345.274
10,422,59,205.38,634.9,601.2
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,14,13.251,48.201,26.915
10,0,60,56.972,206.214,181.9
10,0,84,80.012,287.409,261.448
10,0,145,140.96,500.909,470.327
10,0,51,48.451,172.886,149.231
10,0,157,152.669,537.586,506.167
10,0,103,98.437,347.823,320.597
10,29,182,208.546,728.013,692.049
10,0,115,113.223,398.912,370.59
10,0,2,1.89,6.787,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,36,34.824,126.667,103.907
10,68,120,156.496,542.836,511.296
10,30,171,196.796,678.302,643.557
10,54,227,279.326,942.02,900.546
10,246,269,500.165,1640.224,1577.813
10,25,231,251.401,844.839,805.92
10,408,215,575.278,1847.678,1778.174
10,719,100,611.558,1926.889,1854.571
10,615,83,418.388,1305.722,1253.907
10,404,54,192.323,572.82,540.585
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,216,40,104.871,331.046,304.175
10,0,81,78.511,280.611,254.791
10,0,30,28.448,101.335,79.058
10,0,12,11.38,40.448,19.306
10,72,261,335.491,1147.182,1100.026
10,189,276,462.245,1547.011,1487.658
10,93,247,333.77,1130.297,1083.623
10,0,112,108.077,375.521,347.704
10,149,134,221.349,750.597,714.071
10,0,54,53.089,187.393,163.452
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,49,44,61.291,210.185,185.792
10,102,114,170.678,592.285,559.595
10,68,178,229.25,799.56,761.802
10,73,242,311.568,1075.018,1029.906
10,208,284,485.66,1629.297,1567.249
10,220,271,481.993,1615.778,1554.177
10,95,245,333.122,1137.653,1090.77
10,19,169,180.589,627.995,594.46
10,18,119,127.232,443.308,414.014
10,3,56,56.449,199.731,175.546
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,335,38,131.62,400.218,371.868
10,152,111,189.848,655.219,621.032
10,771,81,585.997,1930.429,1857.984
10,371,208,516.167,1714.847,1649.931
10,866,92,830.305,2663.591,2562.305
10,866,93,838.441,2642.475,2542.09
10,845,90,771.081,2430.581,2339.003
10,794,83,632.588,2008.984,1933.687
10,693,69,436.151,1374.024,1320.13
10,476,45,201.188,601.795,568.881
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,350,36,132.616,409.09,380.547
10,639,65,371.636,1239.474,1189.634
10,396,149,425,1457.134,1400.652
10,223,230,419.967,1441.537,1385.546
10,869,89,826.543,2653.465,2552.612
10,874,88,830.282,2635.941,2535.834
10,851,86,768.336,2391.513,2301.513
10,797,80,628.676,1980.473,1906.217
10,689,68,431.009,1366.502,1312.839
10,460,44,194.142,591.614,558.94
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,6,5.672,21.118,0.328
10,0,12,11.358,42.039,20.867
10,27,158,181.242,655.214,621.027
10,1,159,156.866,564.411,532.373
10,0,23,21.826,78.771,56.918
10,43,240,288.324,1012.031,968.662
10,309,224,493.912,1685.167,1621.253
10,155,192,312.644,1074.86,1029.752
10,92,125,182.341,631.764,598.139
10,0,47,46.174,165.488,141.977
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,3,2.835,10.446,0
10,0,45,42.691,156.065,132.737
10,0,72,68.4,248.295,223.135
10,0,108,103.709,373.672,345.895
10,3,172,171.381,608.417,575.347
10,0,69,65.578,233.637,208.774
10,0,131,126.94,448.233,418.831
10,87,187,254.061,878.019,838.237
10,28,116,134.579,470.531,440.632
10,0,44,43.035,153.649,130.369
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,331,33,123.058,377.984,350.115
10,633,64,363.315,1204.321,1155.513
10,777,76,575.675,1885.228,1814.397
10,841,84,731.258,2329.06,2241.553
10,825,91,785.26,2447.869,2355.588
10,891,77,822.857,2589.851,2491.691
10,859,74,746.822,2353.668,2265.183
10,507,139,497.977,1611.163,1549.714
10,707,61,424.185,1332.145,1279.531
10,69,51,76.932,257.855,232.501
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,1,31,30.887,112.507,90.017
10,0,83,81.571,293.053,266.976
10,0,62,58.872,208.999,184.629
10,0,115,110.884,386.203,358.157
10,107,253,355.677,1200.343,1151.651
10,314,241,532.565,1758.813,1692.396
10,281,223,469.474,1555.749,1496.113
10,223,181,343.401,1149.256,1102.041
10,480,85,340.658,1109.891,1063.797
10,135,54,103.574,336.693,309.703
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
10,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,330,33,121.843,390.256,362.122
11,683,61,378.66,1300.266,1248.615
11,836,71,601.555,2089.001,2010.741
11,902,78,758.819,2577.726,2480.076
11,927,82,845.34,2833.557,2724.872
11,924,84,852.269,2890.209,2778.998
11,903,81,783.059,2678.62,2576.691
11,854,73,645.321,2226.851,2143.347
11,759,59,443.156,1516.882,1458.5
11,536,36,199.17,629.749,596.173
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,397,28,132.615,418.599,389.849
11,701,56,377.09,1307.156,1255.298
11,817,73,589.972,2060.134,1982.95
11,876,82,746.926,2604.637,2505.855
11,902,86,833.143,2835.196,2726.438
11,919,81,841.82,2845.943,2736.708
11,898,78,773.024,2615.322,2516.089
11,846,71,635.42,2165.202,2084.065
11,725,61,427.031,1433.925,1378.172
11,485,37,187.087,592.806,560.104
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,134,29,72.25,247.239,222.101
11,492,67,299.531,1056.126,1011.54
11,804,70,576.411,2015.88,1940.33
11,861,79,729.878,2534.81,2438.951
11,882,85,813.271,2794.632,2687.665
11,652,140,702.554,2425.835,2334.449
11,728,103,680.495,2337.116,2249.289
11,458,138,460.195,1598.624,1537.588
11,338,99,282.703,977.668,935.235
11,36,45,57.628,206.093,181.782
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,283,27,105.513,333.326,306.407
11,608,59,339.142,1157.178,1109.736
11,750,76,548.519,1880.986,1810.305
11,824,83,705.205,2358.009,2269.351
11,860,86,794.325,2607.499,2508.596
11,863,87,804.488,2622.607,2523.065
11,841,84,737.573,2359.079,2270.378
11,784,76,597.094,1930.109,1857.674
11,667,63,400.232,1267.548,1216.876
11,411,37,164.642,500.699,470.121
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,297,25,106.328,332.912,306.002
11,622,57,341.29,1133.468,1086.704
11,765,72,550.833,1806.948,1738.868
11,835,80,707.152,2311.591,2224.775
11,864,84,792.468,2577.113,2479.489
11,872,82,803.074,2581.054,2483.264
11,847,79,733.685,2359.479,2270.762
11,788,72,592.906,1921.253,1849.137
11,673,59,394.828,1266.255,1215.622
11,414,34,161.535,491.83,461.453
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,17,16.109,60.432,38.92
11,0,81,80.538,298.665,272.471
11,93,161,226.516,814.653,776.51
11,797,88,686.632,2266.861,2181.801
11,846,86,778.068,2498.049,2403.712
11,861,83,792.927,2512.566,2417.63
11,849,76,729.159,2312.313,2225.469
11,800,68,593.709,1891.437,1820.385
11,688,56,396.967,1264.885,1214.293
11,439,32,165.392,488.189,457.894
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,21,19.917,75.881,54.082
11,233,86,199.014,698.499,663.262
11,792,60,548.505,1848.834,1779.289
11,853,66,693.306,2286.896,2201.052
11,881,68,775.528,2544.901,2448.623
11,889,65,784.934,2547.083,2450.714
11,459,173,549.086,1828.014,1759.199
11,187,170,305.93,1040.777,996.617
11,458,79,313.12,1025.129,981.401
11,433,30,160.826,481.324,451.184
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,347,19,108.699,323.21,296.504
11,671,43,339.139,1114.857,1068.622
11,800,55,541.154,1808.727,1740.585
11,861,63,692.81,2265.484,2180.479
11,892,66,779.008,2494.05,2399.877
11,904,64,792.89,2517.428,2422.29
11,889,61,730.382,2295.665,2209.477
11,840,55,594.836,1858.82,1788.923
11,732,46,402.882,1241.69,1191.786
11,477,27,166.495,479.367,449.271
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,0,0,0,0,0
11,336,20,106.874,320.51,293.86
11,673,45,340.441,1136.733,1089.876
