Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
9,25,23,0,0,11,0,0,11,0,0
9,26,0,0,0,10,0,0,10,0,0
9,26,1,0,0,9,0,0,9,0,0
9,26,2,0,0,8,0,0,8,0,0
9,26,3,0,0,8,0,0,8,0,0
9,26,4,0,0,7,1,0,7,0,0
9,26,5,0,0,7,1,0,7,0,0
9,26,6,174,14,8,1,32.524,6.42,85.888,63.901
9,26,7,595,52,11,2,235.244,15.594,727.44,691.49
9,26,8,761,71,14,2,474.352,25.725,1557.057,1497.378
9,26,9,843,83,17,3,687.158,32.887,2247.633,2163.323
9,26,10,885,91,19,3,842.094,38.883,2696.793,2594.083
9,26,11,903,95,20,3,932.473,42.242,2942.145,2828.592
9,26,12,908,95,21,3,951.263,43.831,2977.834,2862.657
9,26,13,888,96,22,3,891.076,43.496,2791.525,2684.695
9,26,14,843,94,22,3,762.129,40.467,2414.229,2323.313
9,26,15,757,91,21,3,567.64,34.757,1821.048,1752.477
9,26,16,624,74,20,2,338.458,29.171,1056.754,1012.151
9,26,17,353,41,17,1,107.458,19.969,299.162,272.958
9,26,18,0,0,16,1,0,16,0,0
9,26,19,0,0,15,2,0,15,0,0
9,26,20,0,0,14,2,0,14,0,0
9,26,21,0,0,14,1,0,14,0,0
9,26,22,0,0,13,1,0,13,0,0
9,26,23,0,0,12,1,0,12,0,0
9,27,0,0,0,11,1,0,11,0,0
9,27,1,0,0,11,1,0,11,0,0
9,27,2,0,0,10,1,0,10,0,0
9,27,3,0,0,10,1,0,10,0,0
9,27,4,0,0,10,1,0,10,0,0
9,27,5,0,0,9,1,0,9,0,0
9,27,6,120,13,11,1,26.382,9.285,72.971,51.226
9,27,7,554,56,14,2,226.937,18.364,696.58,661.39
9,27,8,735,77,16,1,466.619,29.691,1503.803,1445.84
9,27,9,828,90,20,1,683.321,41.006,2146.533,2066.106
9,27,10,880,95,23,2,840.776,45.206,2606.823,2507.948
9,27,11,907,97,24,2,936.333,48.939,2853.008,2743.459
9,27,12,926,90,24,3,959.835,46.917,2956.705,2842.491
9,27,13,916,87,25,3,902.767,46.674,2781.595,2675.201
9,27,14,886,81,24,3,773.079,42.687,2420.385,2329.219
9,27,15,826,72,23,3,585.698,37.167,1853.443,1783.736
9,27,16,712,58,21,2,353.529,30.618,1086.911,1041.465
9,27,17,448,33,18,2,114.192,20.462,301.029,274.786
9,27,18,0,0,16,2,0,16,0,0
9,27,19,0,0,15,2,0,15,0,0
9,27,20,0,0,13,2,0,13,0,0
9,27,21,0,0,12,2,0,12,0,0
9,27,22,0,0,11,1,0,11,0,0
9,27,23,0,0,10,1,0,10,0,0
9,28,0,0,0,9,1,0,9,0,0
9,28,1,0,0,8,1,0,8,0,0
9,28,2,0,0,8,1,0,8,0,0
9,28,3,0,0,7,1,0,7,0,0
9,28,4,0,0,7,1,0,7,0,0
9,28,5,0,0,7,1,0,7,0,0
9,28,6,125,13,8,1,27.037,6.234,75.25,53.462
9,28,7,619,52,11,2,241.072,15.735,742.497,706.174
9,28,8,801,68,14,2,489.492,26.144,1601.264,1540.141
9,28,9,563,158,18,2,570.848,32.988,1870.164,1799.867
9,28,10,927,81,21,3,862.124,41.004,2730.889,2626.706
9,28,11,941,84,22,3,950.261,44.611,2961.615,2847.178
9,28,12,924,93,23,4,958.948,43.932,3000.041,2883.848
9,28,13,895,96,24,4,891.927,43.544,2793.053,2686.156
9,28,14,379,241,24,4,553.038,36.361,1792.072,1724.508
9,28,15,753,92,23,3,561.029,36.079,1786.261,1718.898
9,28,16,339,104,22,3,250.535,27.877,802.479,764.646
9,28,17,311,40,19,3,96.906,20.379,271.069,245.444
9,28,18,0,0,18,3,0,18,0,0
9,28,19,0,0,17,4,0,17,0,0
9,28,20,0,0,17,4,0,17,0,0
9,28,21,0,0,16,4,0,16,0,0
9,28,22,0,0,16,4,0,16,0,0
9,28,23,0,0,16,4,0,16,0,0
9,29,0,0,0,16,4,0,16,0,0
9,29,1,0,0,16,4,0,16,0,0
9,29,2,0,0,16,4,0,16,0,0
9,29,3,0,0,16,4,0,16,0,0
9,29,4,0,0,16,4,0,16,0,0
9,29,5,0,0,16,4,0,16,0,0
9,29,6,0,6,16,5,5.673,14.77,20.436,0
9,29,7,275,73,17,5,161.316,18.856,516.786,485.843
9,29,8,193,161,19,6,266.611,22.77,908.155,867.582
9,29,9,259,232,22,7,432.472,28.25,1455.005,1398.591
9,29,10,200,303,23,7,489.552,30.359,1637.98,1575.645
9,29,11,111,337,24,8,451.922,30.264,1514.313,1456.013
9,29,12,140,349,25,8,505.075,32.033,1678.049,1614.375
9,29,13,529,232,26,8,727.063,36.383,2361.781,2272.972
9,29,14,547,189,27,8,632.016,36.193,2047.264,1970.557
9,29,15,376,172,26,7,410.97,32.358,1342.063,1289.147
9,29,16,481,92,25,6,292.348,29.643,915.963,875.183
9,29,17,234,41,23,6,84.004,23.783,239.191,214.216
9,29,18,0,0,22,6,0,22,0,0
9,29,19,0,0,21,7,0,21,0,0
9,29,20,0,0,21,7,0,21,0,0
9,29,21,0,0,20,6,0,20,0,0
9,29,22,0,0,19,6,0,19,0,0
9,29,23,0,0,19,6,0,19,0,0
9,30,0,0,0,19,6,0,19,0,0
9,30,1,0,0,18,5,0,18,0,0
9,30,2,0,0,18,5,0,18,0,0
9,30,3,0,0,18,5,0,18,0,0
9,30,4,0,0,18,5,0,18,0,0
9,30,5,0,0,18,5,0,18,0,0
9,30,6,0,1,18,5,0.944,16.709,3.372,0
9,30,7,0,23,18,6,21.785,17.219,77.61,55.778
9,30,8,0,93,19,6,89.113,19.453,314.247,287.729
9,30,9,0,103,21,6,98.38,21.737,343.299,316.17
9,30,10,90,294,22,7,379.138,27.212,1288.473,1237.177
9,30,11,720,169,24,7,853.041,37.138,2761.69,2656.166
9,30,12,530,250,25,8,774.416,36.381,2517.546,2422.404
9,30,13,825,120,26,8,859.085,38.577,2758.792,2653.395
9,30,14,814,101,25,7,737.091,36.808,2376.49,2287.093
9,30,15,75,193,23,7,241.685,26.703,819.478,781.212
9,30,16,0,83,20,7,79.934,20.521,280.501,254.684
9,30,17,0,21,17,7,19.903,16.338,71.188,49.477
9,30,18,0,0,22,3,0,22,0,0
9,30,19,0,0,21,4,0,21,0,0
9,30,20,0,0,19,4,0,19,0,0
9,30,21,0,0,18,4,0,18,0,0
9,30,22,0,0,17,4,0,17,0,0
9,30,23,0,0,16,3,0,16,0,0
10,1,0,0,0,15,3,0,15,0,0
10,1,1,0,0,14,3,0,14,0,0
10,1,2,0,0,14,2,0,14,0,0
10,1,3,0,0,13,2,0,13,0,0
10,1,4,0,0,12,2,0,12,0,0
10,1,5,0,0,12,2,0,12,0,0
10,1,6,0,0,12,2,0,12,0,0
10,1,7,424,57,14,2,188.495,17.217,587.719,555.136
10,1,8,70,155,16,2,192.835,20.012,671.665,637.081
10,1,9,141,237,18,3,348.825,25.258,1192.514,1144.05
10,1,10,258,290,20,3,532.646,31.959,1767.86,1701.132
10,1,11,209,334,24,4,548.022,35.549,1789.211,1721.746
10,1,12,184,343,27,5,538.425,37.226,1743.546,1677.652
10,1,13,301,301,29,5,593.36,40.296,1890.652,1819.628
10,1,14,582,169,30,5,636.895,42.232,2000.045,1925.075
10,1,15,704,87,30,5,520.285,40.064,1621.217,1559.436
10,1,16,281,105,27,4,221.498,31.592,697.996,662.771
10,1,17,166,33,23,2,63.755,23.738,184.298,160.419
10,1,18,0,0,20,1,0,20,0,0
10,1,19,0,0,19,1,0,19,0,0
10,1,20,0,0,19,1,0,19,0,0
10,1,21,0,0,18,1,0,18,0,0
10,1,22,0,0,17,1,0,17,0,0
10,1,23,0,0,17,1,0,17,0,0
10,2,0,0,0,16,1,0,16,0,0
10,2,1,0,0,15,1,0,15,0,0
10,2,2,0,0,15,1,0,15,0,0
10,2,3,0,0,14,2,0,14,0,0
10,2,4,0,0,14,2,0,14,0,0
10,2,5,0,0,13,2,0,13,0,0
10,2,6,0,0,13,2,0,13,0,0
10,2,7,533,50,15,3,211.832,18.45,645.377,611.427
10,2,8,118,157,17,3,224.581,21.332,773.999,736.887
10,2,9,9,176,19,3,178.209,22.271,620.005,586.661
10,2,10,109,292,22,3,392.826,30.271,1315.37,1263.264
10,2,11,921,84,24,3,923.329,44.883,2873.021,2762.58
10,2,12,910,92,25,3,934.986,47.304,2873.608,2763.14
10,2,13,901,87,26,3,875.958,46.994,2693.257,2590.699
10,2,14,870,80,26,3,745.306,43.956,2315.651,2228.675
10,2,15,807,70,25,2,557.847,40.293,1732.367,1666.855
10,2,16,675,56,23,1,324.326,33.798,973.14,930.829
10,2,17,361,28,19,1,89.039,21.327,231.97,207.141
10,2,18,0,0,16,1,0,16,0,0
10,2,19,0,0,15,1,0,15,0,0
10,2,20,0,0,14,1,0,14,0,0
10,2,21,0,0,14,1,0,14,0,0
10,2,22,0,0,13,1,0,13,0,0
10,2,23,0,0,13,1,0,13,0,0
10,3,0,0,0,12,1,0,12,0,0
10,3,1,0,0,12,1,0,12,0,0
10,3,2,0,0,11,1,0,11,0,0
10,3,3,0,0,11,1,0,11,0,0
10,3,4,0,0,10,1,0,10,0,0
10,3,5,0,0,10,1,0,10,0,0
10,3,6,0,0,11,2,0,11,0,0
10,3,7,267,67,13,3,152.092,14.971,493.725,463.305
10,3,8,650,89,16,4,432.368,24.321,1429.716,1374.095
10,3,9,737,111,19,5,638.304,30.88,2107.647,2028.688
10,3,10,123,292,22,5,414.368,29.903,1389.837,1335.456
10,3,11,695,176,23,4,833.401,40.313,2655.083,2554.16
10,3,12,55,307,24,4,369.445,32.358,1225.599,1176.168
10,3,13,57,288,25,3,347.783,32.702,1151.569,1104.287
10,3,14,9,188,25,3,190.628,28.963,642.746,608.859
10,3,15,466,143,24,3,434.525,33.281,1406.583,1351.683
10,3,16,0,38,22,4,36.032,22.311,125.402,102.666
10,3,17,0,8,19,4,7.566,17.771,26.887,5.992
10,3,18,0,0,17,4,0,17,0,0
10,3,19,0,0,16,5,0,16,0,0
10,3,20,0,0,14,6,0,14,0,0
10,3,21,0,0,12,6,0,12,0,0
10,3,22,0,0,10,5,0,10,0,0
10,3,23,0,0,9,5,0,9,0,0
10,4,0,0,0,9,5,0,9,0,0
10,4,1,0,0,8,5,0,8,0,0
10,4,2,0,0,8,4,0,8,0,0
10,4,3,0,0,8,4,0,8,0,0
10,4,4,0,0,8,4,0,8,0,0
10,4,5,0,0,8,3,0,8,0,0
10,4,6,0,0,8,3,0,8,0,0
10,4,7,345,60,9,4,166.438,11.081,538.721,507.276
10,4,8,588,90,11,4,401.597,18.683,1364.139,1310.549
10,4,9,708,122,14,4,629.455,27.115,2116.581,2037.286
10,4,10,429,242,16,3,627.438,30.906,2091.379,2013.03
10,4,11,567,227,17,3,769.302,35.144,2515.262,2420.214
10,4,12,739,168,18,3,872.026,38.785,2800.074,2692.867
10,4,13,18,235,18,3,246.975,24.569,850.378,811.316
10,4,14,11,192,17,3,196.355,20.744,688.067,653.085
10,4,15,0,92,16,3,87.902,16.97,313.502,287
10,4,16,0,44,15,2,41.74,14.481,150.543,127.322
10,4,17,0,9,14,1,8.514,11.998,31.048,10.077
10,4,18,0,0,12,1,0,12,0,0
10,4,19,0,0,11,2,0,11,0,0
10,4,20,0,0,11,1,0,11,0,0
10,4,21,0,0,10,1,0,10,0,0
10,4,22,0,0,10,1,0,10,0,0
10,4,23,0,0,10,2,0,10,0,0
10,5,0,0,0,10,2,0,10,0,0
10,5,1,0,0,10,1,0,10,0,0
10,5,2,0,0,10,1,0,10,0,0
10,5,3,0,0,10,1,0,10,0,0
10,5,4,0,0,9,2,0,9,0,0
10,5,5,0,0,9,2,0,9,0,0
10,5,6,0,0,9,2,0,9,0,0
10,5,7,0,7,9,3,6.62,7.314,24.644,3.791
10,5,8,0,48,10,5,45.544,9.489,167.937,144.378
10,5,9,0,118,10,6,113.397,10.806,415.723,387.036
10,5,10,0,40,11,6,37.994,10.569,139.434,116.428
10,5,11,25,260,12,6,279.703,15.756,1002.914,959.795
10,5,12,36,283,13,6,325.986,17.902,1157.571,1110.117
10,5,13,19,237,13,6,250.027,16.621,892.963,852.79
10,5,14,0,134,12,6,129.178,13.374,468.219,438.371
10,5,15,0,87,11,6,82.981,11.387,303.436,277.143
10,5,16,0,90,10,5,87.78,10.451,322.313,295.626
10,5,17,0,19,8,4,18.009,6.942,67.145,45.509
10,5,18,0,0,6,4,0,6,0,0
10,5,19,0,0,4,3,0,4,0,0
10,5,20,0,0,3,3,0,3,0,0
10,5,21,0,0,2,3,0,2,0,0
10,5,22,0,0,2,3,0,2,0,0
10,5,23,0,0,1,3,0,1,0,0
10,6,0,0,0,0,3,0,0,0,0
10,6,1,0,0,0,3,0,0,0,0
10,6,2,0,0,0,2,0,0,0,0
10,6,3,0,0,0,2,0,0,0,0
10,6,4,0,0,0,2,0,0,0,0
10,6,5,0,0,-1,2,0,-1,0,0
10,6,6,0,0,0,2,0,0,0,0
10,6,7,596,48,1,3,224.859,4.71,720.119,684.35
10,6,8,795,68,3,4,477.134,12.456,1655.968,1593.033
10,6,9,889,80,5,4,700.357,19.918,2430.833,2339.244
10,6,10,939,86,6,5,861.671,22.601,2982.491,2867.102
10,6,11,595,206,7,5,771.999,22.122,2685.914,2583.671
10,6,12,319,305,8,5,627.4,20.162,2203.857,2121.24
10,6,13,941,92,8,5,903.989,25.303,3094.151,2973.6
10,6,14,403,212,8,5,539.279,18.659,1898.329,1827.032
10,6,15,844,72,7,4,569.752,19.179,1952.973,1879.714
10,6,16,708,55,6,3,325.526,13.742,1062.752,1017.982
10,6,17,356,24,3,2,84.241,4.42,233.293,208.437
10,6,18,0,0,1,1,0,1,0,0
10,6,19,0,0,0,1,0,0,0,0
10,6,20,0,0,0,1,0,0,0,0
10,6,21,0,0,0,1,0,0,0,0
10,6,22,0,0,0,1,0,0,0,0
10,6,23,0,0,0,1,0,0,0,0
10,7,0,0,0,-1,1,0,-1,0,0
10,7,1,0,0,-1,1,0,-1,0,0
10,7,2,0,0,-2,1,0,-2,0,0
10,7,3,0,0,-2,1,0,-2,0,0
10,7,4,0,0,-2,1,0,-2,0,0
10,7,5,0,0,-2,2,0,-2,0,0
10,7,6,0,0,-2,2,0,-2,0,0
10,7,7,593,46,-1,3,221.15,2.62,712.732,677.145
10,7,8,804,64,1,3,475.876,11.526,1656.648,1593.69
10,7,9,172,222,3,4,353.528,10.261,1292.28,1240.869
10,7,10,694,140,4,4,731.544,19.341,2571.589,2474.197
10,7,11,56,292,5,4,353.813,12.828,1285.224,1234.025
10,7,12,77,309,6,4,392.206,13.859,1418.142,1362.882
10,7,13,166,299,6,4,463.242,15.514,1661.461,1598.343
10,7,14,182,246,6,4,397.025,14.204,1428.861,1373.267
10,7,15,176,175,5,4,285.82,10.587,1035.885,991.86
10,7,16,49,95,4,3,114.158,5.758,419.47,390.7
10,7,17,0,21,2,2,19.915,0.757,76.243,54.438
10,7,18,0,0,0,2,0,0,0,0
10,7,19,0,0,0,2,0,0,0,0
10,7,20,0,0,0,1,0,0,0,0
10,7,21,0,0,-1,1,0,-1,0,0
10,7,22,0,0,-1,1,0,-1,0,0
10,7,23,0,0,-1,1,0,-1,0,0
10,8,0,0,0,-2,1,0,-2,0,0
10,8,1,0,0,-3,1,0,-3,0,0
10,8,2,0,0,-3,1,0,-3,0,0
10,8,3,0,0,-4,1,0,-4,0,0
10,8,4,0,0,-4,1,0,-4,0,0
10,8,5,0,0,-4,1,0,-4,0,0
10,8,6,0,0,-4,1,0,-4,0,0
10,8,7,636,42,-1,2,227.073,3.241,723.651,687.795
10,8,8,828,60,1,2,481.867,13.145,1663.426,1600.242
10,8,9,916,71,4,1,700.811,26.387,2358.26,2269.592
10,8,10,961,77,5,1,864.577,33.073,2846.058,2736.818
10,8,11,982,81,6,1,958.94,37.354,3099.035,2978.255
10,8,12,969,89,7,1,968.061,38.91,3105.159,2984.093
10,8,13,956,86,8,1,903.597,38.068,2906.215,2794.285
10,8,14,920,80,9,1,763.848,34.776,2481.59,2387.93
10,8,15,848,70,8,1,563.794,27.397,1856.911,1787.082
10,8,16,703,53,7,0,316.544,22.419,988.635,945.904
10,8,17,324,22,5,0,76.753,9.184,208.347,183.991
10,8,18,0,0,4,0,0,4,0,0
10,8,19,0,0,3,0,0,3,0,0
10,8,20,0,0,2,1,0,2,0,0
10,8,21,0,0,0,1,0,0,0,0
10,8,22,0,0,0,1,0,0,0,0
10,8,23,0,0,0,1,0,0,0,0
10,9,0,0,0,-1,1,0,-1,0,0
10,9,1,0,0,-1,1,0,-1,0,0
10,9,2,0,0,-2,1,0,-2,0,0
10,9,3,0,0,-2,1,0,-2,0,0
10,9,4,0,0,-3,1,0,-3,0,0
10,9,5,0,0,-3,1,0,-3,0,0
10,9,6,0,0,-2,1,0,-2,0,0
10,9,7,592,45,0,2,218.261,3.988,697.081,661.879
10,9,8,796,66,2,2,471.417,13.806,1623.345,1561.495
10,9,9,892,78,6,2,694.727,24.51,2358.664,2269.98
10,9,10,943,84,10,3,855.918,30.526,2852.418,2742.896
10,9,11,966,87,11,3,949.193,34.017,3118.426,2996.737
10,9,12,956,93,12,3,958.211,35.401,3127.586,3005.467
10,9,13,942,90,13,4,893.392,32.888,2947.619,2833.817
10,9,14,906,83,14,4,754.01,30.78,2497.292,2402.986
10,9,15,833,72,13,3,554.661,26.581,1832.949,1763.961
10,9,16,686,54,11,2,309.053,19.426,977.494,935.065
10,9,17,295,21,7,1,71.086,8.532,194.712,170.627
10,9,18,0,0,4,1,0,4,0,0
10,9,19,0,0,4,2,0,4,0,0
10,9,20,0,0,3,2,0,3,0,0
10,9,21,0,0,3,2,0,3,0,0
10,9,22,0,0,2,2,0,2,0,0
10,9,23,0,0,1,2,0,1,0,0
10,10,0,0,0,0,2,0,0,0,0
10,10,1,0,0,0,1,0,0,0,0
10,10,2,0,0,0,1,0,0,0,0
10,10,3,0,0,0,1,0,0,0,0
10,10,4,0,0,-1,2,0,-1,0,0
10,10,5,0,0,-1,2,0,-1,0,0
10,10,6,0,0,0,2,0,0,0,0
10,10,7,626,42,1,3,222.463,4.65,703.215,667.862
10,10,8,825,61,4,3,478.633,14.548,1640.309,1577.896
10,10,9,916,72,9,4,698.128,23.859,2376.175,2286.791
10,10,10,962,78,13,5,861.845,29.605,2884.437,2773.484
10,10,11,982,82,15,5,954.671,33.66,3141.624,3018.843
10,10,12,973,87,16,5,963.391,34.976,3150.819,3027.604
10,10,13,958,84,17,5,896.695,34.709,2931.757,2818.674
10,10,14,922,78,17,5,756.68,31.904,2491.554,2397.484
10,10,15,849,67,16,4,555.01,28.219,1817.709,1749.254
10,10,16,699,51,14,3,308.047,21.22,962.607,920.581
10,10,17,297,19,10,2,68.988,10.964,184.52,160.636
10,10,18,0,0,8,2,0,8,0,0
10,10,19,0,0,7,3,0,7,0,0
10,10,20,0,0,6,3,0,6,0,0
10,10,21,0,0,5,2,0,5,0,0
10,10,22,0,0,4,2,0,4,0,0
10,10,23,0,0,4,2,0,4,0,0
10,11,0,0,0,4,2,0,4,0,0
10,11,1,0,0,3,2,0,3,0,0
10,11,2,0,0,3,2,0,3,0,0
10,11,3,0,0,3,2,0,3,0,0
10,11,4,0,0,3,2,0,3,0,0
10,11,5,0,0,3,3,0,3,0,0
10,11,6,0,0,3,3,0,3,0,0
10,11,7,491,47,5,3,191.33,7.878,606.125,573.109
10,11,8,698,73,9,4,430.005,17.354,1458.955,1402.415
10,11,9,793,89,13,5,637.562,24.821,2161.529,2080.531
10,11,10,838,100,16,6,791.487,29.583,2649.575,2548.888
10,11,11,855,106,18,6,875.636,33.269,2887.119,2776.047
10,11,12,858,105,19,7,886.527,33.143,2925.614,2812.809
10,11,13,836,102,20,7,819.147,33.087,2699.664,2596.83
10,11,14,795,93,21,6,684.237,32.987,2241.647,2157.569
10,11,15,718,79,20,6,494.666,28.479,1619.922,1558.184
10,11,16,561,57,19,5,265.339,23.727,825.272,786.857
10,11,17,176,17,17,4,48.492,17.136,133.502,110.611
10,11,18,0,0,15,4,0,15,0,0
10,11,19,0,0,13,4,0,13,0,0
10,11,20,0,0,12,4,0,12,0,0
10,11,21,0,0,11,4,0,11,0,0
10,11,22,0,0,11,4,0,11,0,0
10,11,23,0,0,11,4,0,11,0,0
10,12,0,0,0,10,4,0,10,0,0
10,12,1,0,0,10,4,0,10,0,0
10,12,2,0,0,9,3,0,9,0,0
10,12,3,0,0,9,3,0,9,0,0
10,12,4,0,0,9,3,0,9,0,0
10,12,5,0,0,9,4,0,9,0,0
10,12,6,0,0,9,4,0,9,0,0
10,12,7,155,59,11,4,107.86,11.794,361.212,333.702
10,12,8,368,116,13,5,312.987,17.952,1073.131,1028.071
10,12,9,414,175,16,6,477.714,23.651,1635.441,1573.189
10,12,10,583,173,19,6,667.1,30.224,2227.853,2144.31
10,12,11,564,206,21,7,732.292,32.474,2424.667,2333.329
10,12,12,478,241,22,7,702.08,33.073,2318.679,2231.583
10,12,13,663,158,23,6,740.301,35.837,2407.718,2317.065
10,12,14,199,232,24,6,392.051,30.805,1305.015,1253.222
10,12,15,238,157,23,5,304.717,28.386,1012.917,969.524
10,12,16,0,76,22,5,74.367,22.726,258.316,232.953
10,12,17,0,9,21,5,8.516,20.035,29.949,8.999
10,12,18,0,0,20,5,0,20,0,0
10,12,19,0,0,19,5,0,19,0,0
10,12,20,0,0,19,4,0,19,0,0
10,12,21,0,0,18,4,0,18,0,0
10,12,22,0,0,17,4,0,17,0,0
10,12,23,0,0,16,4,0,16,0,0
10,13,0,0,0,16,4,0,16,0,0
10,13,1,0,0,15,4,0,15,0,0
10,13,2,0,0,15,4,0,15,0,0
10,13,3,0,0,14,4,0,14,0,0
10,13,4,0,0,14,3,0,14,0,0
10,13,5,0,0,14,3,0,14,0,0
10,13,6,0,0,14,3,0,14,0,0
10,13,7,389,46,15,3,161.564,17.228,495.712,465.247
10,13,8,622,79,18,4,397.561,25.586,1299.763,1248.128
10,13,9,739,95,21,5,607.25,32.241,1986.797,1912.311
10,13,10,446,221,23,6,610.539,33.447,2008.395,1933.12
10,13,11,825,108,25,6,847.245,39.605,2706.551,2603.421
10,13,12,809,116,26,6,851.025,40.984,2700.512,2597.642
10,13,13,754,126,26,6,776.872,39.7,2477.441,2383.951
10,13,14,45,212,25,5,251.559,30.009,842.895,804.027
10,13,15,15,139,24,4,145.079,26.348,494.306,463.873
10,13,16,172,82,22,3,150.022,24.436,488.24,457.943
10,13,17,0,10,20,2,9.464,18.93,33.455,12.441
10,13,18,0,0,19,2,0,19,0,0
10,13,19,0,0,18,2,0,18,0,0
10,13,20,0,0,17,1,0,17,0,0
10,13,21,0,0,15,1,0,15,0,0
10,13,22,0,0,14,1,0,14,0,0
10,13,23,0,0,13,1,0,13,0,0
10,14,0,0,0,11,1,0,11,0,0
10,14,1,0,0,10,1,0,10,0,0
10,14,2,0,0,9,1,0,9,0,0
10,14,3,0,0,8,1,0,8,0,0
10,14,4,0,0,7,1,0,7,0,0
10,14,5,0,0,7,1,0,7,0,0
10,14,6,0,0,7,1,0,7,0,0
10,14,7,520,42,9,1,191.677,12.844,587.186,554.616
10,14,8,732,66,11,1,433.356,23.603,1423.879,1368.441
10,14,9,592,126,15,1,543.431,31.973,1782.704,1715.464
10,14,10,652,148,19,1,695.805,40.726,2205.053,2122.39
10,14,11,598,190,22,1,744.83,45.581,2308.283,2221.598
10,14,12,61,284,24,1,351.049,36.41,1141.417,1094.426
10,14,13,275,268,25,1,526.565,40.846,1671.891,1608.424
10,14,14,568,148,24,1,575.492,42.02,1803.666,1735.7
10,14,15,724,79,23,1,490.61,38.799,1523.93,1465.321
10,14,16,0,5,20,1,4.729,20.469,16.597,0
10,14,17,0,0,17,1,0,17,0,0
10,14,18,0,0,15,1,0,15,0,0
10,14,19,0,0,14,2,0,14,0,0
10,14,20,0,0,14,2,0,14,0,0
10,14,21,0,0,13,2,0,13,0,0
10,14,22,0,0,12,3,0,12,0,0
10,14,23,0,0,11,2,0,11,0,0
10,15,0,0,0,10,2,0,10,0,0
10,15,1,0,0,9,2,0,9,0,0
10,15,2,0,0,8,1,0,8,0,0
10,15,3,0,0,8,1,0,8,0,0
10,15,4,0,0,7,1,0,7,0,0
10,15,5,0,0,6,1,0,6,0,0
10,15,6,0,0,7,1,0,7,0,0
10,15,7,430,47,9,2,172.249,11.717,537.885,506.459
10,15,8,666,75,11,2,411.873,20.885,1372.949,1319.089
10,15,9,775,91,14,2,620.915,30.133,2050.636,1973.804
10,15,10,828,102,17,2,777.363,37.677,2499.844,2405.433
10,15,11,852,108,18,2,865.608,41.305,2740.997,2636.375
10,15,12,834,119,19,1,870.975,46.918,2680.025,2578.035
10,15,13,821,112,20,1,807.19,46.119,2489.677,2395.684
10,15,14,780,101,19,1,671.688,41.133,2110.844,2031.765
10,15,15,694,85,18,1,478.815,34.023,1523.056,1464.476
10,15,16,515,59,16,0,244.619,27.833,743.238,706.896
10,15,17,84,12,13,0,27.352,14.245,79.762,57.89
10,15,18,0,0,11,1,0,11,0,0
10,15,19,0,0,11,1,0,11,0,0
10,15,20,0,0,11,1,0,11,0,0
10,15,21,0,0,10,2,0,10,0,0
10,15,22,0,0,10,2,0,10,0,0
10,15,23,0,0,9,2,0,9,0,0
10,16,0,0,0,9,2,0,9,0,0
10,16,1,0,0,9,1,0,9,0,0
10,16,2,0,0,8,1,0,8,0,0
10,16,3,0,0,8,1,0,8,0,0
10,16,4,0,0,8,1,0,8,0,0
10,16,5,0,0,7,1,0,7,0,0
10,16,6,0,0,7,1,0,7,0,0
10,16,7,0,48,8,2,46.805,7.169,174.342,150.658
10,16,8,479,93,10,2,338.257,17.467,1152.123,1104.825
10,16,9,347,180,13,3,428.126,22.532,1473.445,1416.447
10,16,10,791,115,16,4,760.693,31.94,2516.358,2421.265
10,16,11,824,118,19,3,850.517,39.246,2721.297,2617.529
10,16,12,811,126,20,3,856.273,40.553,2722.491,2618.671
10,16,13,801,118,20,2,794.907,41.695,2508.152,2413.398
10,16,14,759,106,21,2,662.718,39.178,2103.123,2024.334
10,16,15,667,89,20,2,466.516,32.804,1492.669,1435.061
10,16,16,481,61,17,1,233.747,24.642,722.122,686.303
10,16,17,65,10,14,1,22.101,13.534,65.31,43.709
10,16,18,0,0,13,1,0,13,0,0
10,16,19,0,0,12,2,0,12,0,0
10,16,20,0,0,12,2,0,12,0,0
10,16,21,0,0,11,3,0,11,0,0
10,16,22,0,0,10,3,0,10,0,0
10,16,23,0,0,10,3,0,10,0,0
10,17,0,0,0,9,3,0,9,0,0
10,17,1,0,0,8,2,0,8,0,0
10,17,2,0,0,8,2,0,8,0,0
10,17,3,0,0,7,1,0,7,0,0
10,17,4,0,0,7,1,0,7,0,0
10,17,5,0,0,6,1,0,6,0,0
10,17,6,0,0,6,1,0,6,0,0
10,17,7,453,43,8,1,172.808,11.204,535.619,504.245
10,17,8,707,67,10,2,418.19,20.068,1394.673,1340.143
10,17,9,823,79,14,2,635.081,30.519,2091.222,2012.879
10,17,10,879,86,18,3,789.034,36.585,2549.931,2453.444
10,17,11,908,88,21,3,878.877,41.885,2773.989,2667.927
10,17,12,913,87,22,3,890.5,43.318,2790.908,2684.105
10,17,13,842,90,22,3,793.593,41.174,2509.815,2414.993
10,17,14,839,81,22,2,684.905,40.698,2154.662,2073.926
10,17,15,236,145,21,1,287.523,31.291,940.16,898.736
10,17,16,588,47,19,0,252.295,29.468,749.326,712.832
10,17,17,0,0,16,0,0,16,0,0
10,17,18,0,0,15,1,0,15,0,0
10,17,19,0,0,14,1,0,14,0,0
